& Proposta arquivo polijus.dat
&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&
& Cadastro das familias de curvas de jusante
&
& Usina: c�digo da usina hidraulica
& �ndice: �ndice da fam�lia (sequencial)
& HjusRef: n�vel de montante da usina de jusante para refer�ncia da fam�lia
& nPol: quantidade de polin�mios da fam�lia
&
&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&
&         Usina    Indice   HjusRef    nPol
&XXXXXXX   XXXX     XXX    XXXXXXXXXX  XXX
PPPJUS     0082     001     0000000000000000.0D0 0000000000007716.5D0 0.25714635824157D+03 0.14092893803833D-02 -.22206867020356D-06 0.25110859990926D-10 -.12311691954234D-14
PPPJUS     0082     001     0000000000007716.5D0 0000000000020739.0D0 0.26074500517232D+03 0.48870833534964D-04 0.24206523015337D-07 -.15068412344609D-11 0.28124550623444D-16
PPPJUS     0086     001     0000000000000000.0D0 0000000000000879.8D0 0.48034409520745D+03 0.45767016627616D-02 -.20842010840522D-05 0.00000000000000D+01 0.00000000000000D+01
PPPJUS     0086     001     0000000000000879.8D0 0000000000008406.0D0 0.48172780975925D+03 0.11960981602417D-02 -.29361958379537D-07 0.00000000000000D+01 0.00000000000000D+01
PPPJUS     0086     001     0000000000008406.0D0 0000000000024309.3D0 0.48096398310612D+03 0.14384336822198D-02 -.54590411195701D-07 0.85764187575151D-12 0.00000000000000D+01
PPPJUS     0089     001     0000000000000000.0D0 0000000000002490.4D0 0.65897520695371D+03 0.57492074553506D-02 -.54513018359023D-05 0.24126582268541D-08 -.37425357815591D-12
PPPJUS     0089     001     0000000000002490.4D0 0000000000006903.1D0 0.66189046076860D+03 -.17122164940754D-03 0.22787089471994D-06 -.39424529286309D-10 0.21921383751393D-14
PPPJUS     0090     001     0000000000000000.0D0 0000000000000712.7D0 0.47502108602175D+03 0.88850860478415D-02 -.20310150320450D-05 -.52110078086116D-08 0.23576217089179D-11
PPPJUS     0090     001     0000000000000712.7D0 0000000000003503.5D0 0.47835038693936D+03 0.54469939666253D-03 0.67454897955799D-06 -.10368145027143D-09 0.00000000000000D+01
PPPJUS     0090     001     0000000000003503.5D0 0000000000009198.6D0 0.47407977832824D+03 0.49366886916967D-02 -.82090347381449D-06 0.73800125701814D-10 -.26094575353232D-14
PPPJUS     0090     002     0000000000000000.0D0 0000000000000385.5D0 0.47611119595369D+03 0.80100243042581D-17 0.23101551080430D-04 -.32349634530674D-07 0.93707695340337D-11
PPPJUS     0090     002     0000000000000385.5D0 0000000000000712.7D0 0.47502108602175D+03 0.88850860478415D-02 -.20310150320450D-05 -.52110078086116D-08 0.23576217089179D-11
PPPJUS     0090     002     0000000000000712.7D0 0000000000003503.5D0 0.47835038693936D+03 0.54469939666253D-03 0.67454897955799D-06 -.10368145027143D-09 0.00000000000000D+01
PPPJUS     0090     002     0000000000003503.5D0 0000000000009198.6D0 0.47407977832824D+03 0.49366886916967D-02 -.82090347381449D-06 0.73800125701814D-10 -.26094575353232D-14
PPPJUS     0090     003     0000000000000000.0D0 0000000000001244.7D0 0.47750048129342D+03 0.51512451589440D-03 0.66641102071086D-05 -.79075241938407D-08 0.27730490978893D-11
PPPJUS     0090     003     0000000000001244.7D0 0000000000003503.5D0 0.47835038693936D+03 0.54469939666253D-03 0.67454897955799D-06 -.10368145027143D-09 0.00000000000000D+01
PPPJUS     0090     003     0000000000003503.5D0 0000000000009198.6D0 0.47407977832824D+03 0.49366886916967D-02 -.82090347381449D-06 0.73800125701814D-10 -.26094575353232D-14
PPPJUS     0090     004     0000000000000000.0D0 0000000000001425.6D0 0.47874595660844D+03 0.14958179914589D-16 0.43602087763820D-05 -.50165100054700D-08 0.17248703065968D-11
PPPJUS     0090     004     0000000000001425.6D0 0000000000003503.5D0 0.47835038693936D+03 0.54469939666253D-03 0.67454897955799D-06 -.10368145027143D-09 0.00000000000000D+01
PPPJUS     0090     004     0000000000003503.5D0 0000000000009198.6D0 0.47407977832824D+03 0.49366886916967D-02 -.82090347381449D-06 0.73800125701814D-10 -.26094575353232D-14
PPPJUS     0090     005     0000000000000000.0D0 0000000000003923.2D0 0.47999546034149D+03 -.36757428930343D-18 0.76294474563148D-06 -.16327347899279D-09 0.11698682835381D-13
PPPJUS     0090     005     0000000000003923.2D0 0000000000009198.6D0 0.47407977832824D+03 0.49366886916967D-02 -.82090347381449D-06 0.73800125701814D-10 -.26094575353232D-14
PPPJUS     0091     001     0000000000000000.0D0 0000000000002344.3D0 0.37428460279989D+03 0.32852952794043D-02 -.51110805087924D-06 0.00000000000000D+01 0.00000000000000D+01
PPPJUS     0091     001     0000000000002344.3D0 0000000000044666.7D0 0.37694691207842D+03 0.10163894246423D-02 -.28752543562379D-07 0.45584683961417D-12 -.29109311510178D-17
PPPJUS     0092     001     0000000000000000.0D0 0000000000025569.8D0 0.26412547882008D+03 0.91168383843838D-03 -.11309919263255D-07 0.00000000000000D+01 0.00000000000000D+01
PPPJUS     0092     001     0000000000025569.8D0 0000000000075771.5D0 0.26693754456871D+03 0.74719874663265D-03 -.11601682712666D-07 0.10472694201975D-12 -.38896261098574D-18
PPPJUS     0092     002     0000000000000000.0D0 0000000000000634.6D0 0.26443275062014D+03 0.14293008630754D-04 -.34738663044657D-06 0.29348902153137D-08 -.21734769896127D-11
PPPJUS     0092     002     0000000000000634.6D0 0000000000025569.8D0 0.26412547882008D+03 0.91168383843838D-03 -.11309919263255D-07 0.00000000000000D+01 0.00000000000000D+01
PPPJUS     0092     002     0000000000025569.8D0 0000000000075771.5D0 0.26693754456871D+03 0.74719874663265D-03 -.11601682712666D-07 0.10472694201975D-12 -.38896261098574D-18
PPPJUS     0092     003     0000000000000000.0D0 0000000000003451.6D0 0.26455193924439D+03 0.93772300699663D-04 0.64765676808166D-06 -.21735401563958D-09 0.24545349896567D-13
PPPJUS     0092     003     0000000000003451.6D0 0000000000025569.8D0 0.26412547882008D+03 0.91168383843838D-03 -.11309919263255D-07 0.00000000000000D+01 0.00000000000000D+01
PPPJUS     0092     003     0000000000025569.8D0 0000000000075771.5D0 0.26693754456871D+03 0.74719874663265D-03 -.11601682712666D-07 0.10472694201975D-12 -.38896261098574D-18
PPPJUS     0092     004     0000000000000000.0D0 0000000000009481.2D0 0.26472196147485D+03 0.56161581722926D-03 0.98478593194222D-07 -.14275814856773D-10 0.62129552030400D-15
PPPJUS     0092     004     0000000000009481.2D0 0000000000025569.8D0 0.26412547882008D+03 0.91168383843838D-03 -.11309919263255D-07 0.00000000000000D+01 0.00000000000000D+01
PPPJUS     0092     004     0000000000025569.8D0 0000000000075771.5D0 0.26693754456871D+03 0.74719874663265D-03 -.11601682712666D-07 0.10472694201975D-12 -.38896261098574D-18
PPPJUS     0092     005     0000000000000000.0D0 0000000000007784.2D0 0.26509116052616D+03 0.38013782592124D-03 0.12512108448273D-06 -.16925878670605D-10 0.78674238586203D-15
PPPJUS     0092     005     0000000000007784.2D0 0000000000025569.8D0 0.26412547882008D+03 0.91168383843838D-03 -.11309919263255D-07 0.00000000000000D+01 0.00000000000000D+01
PPPJUS     0092     005     0000000000025569.8D0 0000000000075771.5D0 0.26693754456871D+03 0.74719874663265D-03 -.11601682712666D-07 0.10472694201975D-12 -.38896261098574D-18
PPPJUS     0093     001     0000000000000000.0D0 0000000000000469.1D0 0.33518257719670D+03 0.63534384847735D-02 -.14427086637302D-05 0.00000000000000D+01 0.00000000000000D+01
PPPJUS     0093     001     0000000000000469.1D0 0000000000000736.1D0 0.33550000317082D+03 0.49999900801667D-02 0.76963900551785D-11 0.00000000000000D+01 0.00000000000000D+01
PPPJUS     0094     001     0000000000000000.0D0 0000000000002392.3D0 0.26436242560675D+03 0.38192450259492D-02 -.10050274037951D-05 0.72192032020648D-09 -.18685849358360D-12
PPPJUS     0094     002     0000000000000000.0D0 0000000000000054.4D0 0.26450000000000D+03 0.36999421596219D-02 -.13627051319064D-03 0.16729678378925D-05 0.00000000000000D+01
PPPJUS     0094     002     0000000000000054.4D0 0000000000002392.3D0 0.26436242560675D+03 0.38192450259492D-02 -.10050274037951D-05 0.72192032020648D-09 -.18685849358360D-12
PPPJUS     0094     003     0000000000000000.0D0 0000000000000307.5D0 0.26470000000000D+03 -.80232678824405D-17 0.20663957493570D-04 -.65481717942985D-07 0.79541897146372D-10
PPPJUS     0094     003     0000000000000307.5D0 0000000000002392.3D0 0.26436242560675D+03 0.38192450259492D-02 -.10050274037951D-05 0.72192032020648D-09 -.18685849358360D-12
PPPJUS     0094     004     0000000000000000.0D0 0000000000000417.8D0 0.26480000000000D+03 0.15288450817516D-17 0.15610276951032D-04 -.37175189658465D-07 0.33341811874756D-10
PPPJUS     0094     004     0000000000000417.8D0 0000000000002392.3D0 0.26436242560675D+03 0.38192450259492D-02 -.10050274037951D-05 0.72192032020648D-09 -.18685849358360D-12
PPPJUS     0094     005     0000000000000000.0D0 0000000000000753.3D0 0.26500000000000D+03 0.30397191386951D-17 0.76952191143846D-05 -.81519156232327D-08 0.32158009900761D-11
PPPJUS     0094     005     0000000000000753.3D0 0000000000002392.3D0 0.26436242560675D+03 0.38192450259492D-02 -.10050274037951D-05 0.72192032020648D-09 -.18685849358360D-12
PPPJUS     0095     001     0000000000000000.0D0 0000000000000215.1D0 0.42609481923023D+03 0.79161633316660D-02 -.13430703752621D-04 0.00000000000000D+01 0.00000000000000D+01
PPPJUS     0095     001     0000000000000215.1D0 0000000000003416.7D0 0.42666166397908D+03 0.26602732002970D-02 -.13177824366671D-05 0.33421240645169D-09 -.32563941402426D-13
PPPJUS     0097     001     0000000000000000.0D0 0000000000000167.3D0 0.14641821838362D+03 0.80798074037998D-02 -.14386068267486D-04 0.65855869914011D-08 0.00000000000000D+01
PPPJUS     0097     001     0000000000000167.3D0 0000000000005534.8D0 0.14697409780757D+03 0.25490706401970D-02 -.86707194605246D-07 0.00000000000000D+01 0.00000000000000D+01
PPPJUS     0097     001     0000000000005534.8D0 0000000000014942.7D0 0.14661359320833D+03 0.27580992967349D-02 -.12693535339373D-06 0.25710092530911D-11 0.00000000000000D+01
PPPJUS     0097     002     0000000000000000.0D0 0000000000000325.4D0 0.14740000000000D+03 0.79661392811347D-05 -.79364416567919D-06 0.26896673112353D-07 -.40216888067597D-10
PPPJUS     0097     002     0000000000000325.4D0 0000000000005534.8D0 0.14697409780757D+03 0.25490706401970D-02 -.86707194605246D-07 0.00000000000000D+01 0.00000000000000D+01
PPPJUS     0097     002     0000000000005534.8D0 0000000000014942.7D0 0.14661359320833D+03 0.27580992967349D-02 -.12693535339373D-06 0.25710092530911D-11 0.00000000000000D+01
PPPJUS     0097     003     0000000000000000.0D0 0000000000000606.0D0 0.14800000000000D+03 0.54515417743613D-04 -.83525742010181D-06 0.44092699989447D-08 -.16355069771308D-11
PPPJUS     0097     003     0000000000000606.0D0 0000000000005534.8D0 0.14697409780757D+03 0.25490706401970D-02 -.86707194605246D-07 0.00000000000000D+01 0.00000000000000D+01
PPPJUS     0097     003     0000000000005534.8D0 0000000000014942.7D0 0.14661359320833D+03 0.27580992967349D-02 -.12693535339373D-06 0.25710092530911D-11 0.00000000000000D+01
PPPJUS     0097     004     0000000000000000.0D0 0000000000000994.9D0 0.14870000000000D+03 0.32401163522480D-04 -.32511800621225D-06 0.10963334325379D-08 -.67085546870557D-13
PPPJUS     0097     004     0000000000000994.9D0 0000000000005534.8D0 0.14697409780757D+03 0.25490706401970D-02 -.86707194605246D-07 0.00000000000000D+01 0.00000000000000D+01
PPPJUS     0097     004     0000000000005534.8D0 0000000000014942.7D0 0.14661359320833D+03 0.27580992967349D-02 -.12693535339373D-06 0.25710092530911D-11 0.00000000000000D+01
PPPJUS     0097     005     0000000000000000.0D0 0000000000001875.6D0 0.14930000000000D+03 0.19499909764566D-16 0.23397884637467D-07 0.64636979663144D-09 -.17753146692653D-12
PPPJUS     0097     005     0000000000001875.6D0 0000000000005534.8D0 0.14697409780757D+03 0.25490706401970D-02 -.86707194605246D-07 0.00000000000000D+01 0.00000000000000D+01
PPPJUS     0097     005     0000000000005534.8D0 0000000000014942.7D0 0.14661359320833D+03 0.27580992967349D-02 -.12693535339373D-06 0.25710092530911D-11 0.00000000000000D+01
PPPJUS     0098     001     0000000000000000.0D0 0000000000003274.5D0 0.10544711954065D+03 0.55614304346036D-02 -.25664901152862D-05 0.95405994667783D-09 -.13844053400088D-12
PPPJUS     0099     001     0000000000000000.0D0 0000000000001621.8D0 0.69093012866261D+02 0.83350425235907D-02 -.60387580866028D-05 0.16521088598072D-08 0.00000000000000D+01
PPPJUS     0099     001     0000000000001621.8D0 0000000000006247.0D0 0.69763921362408D+02 0.33147922544300D-02 -.62118490187734D-06 0.68004686010168D-10 -.30674109777384D-14
PPPJUS     0101     001     0000000000000000.0D0 0000000000000706.1D0 0.13170790858439D+03 0.80322306246284D-02 -.16244976724456D-04 0.11167144569570D-07 0.00000000000000D+01
PPPJUS     0101     001     0000000000000706.1D0 0000000000006122.1D0 0.13176651982678D+03 0.23187698629645D-02 -.41476458817532D-06 0.42202092739062D-10 -.17504965865432D-14
PPPJUS     0102     001     0000000000000000.0D0 0000000000003234.3D0 0.98165450103508D+02 0.35310288157709D-02 -.33562734899301D-06 0.00000000000000D+01 0.00000000000000D+01
PPPJUS     0102     001     0000000000003234.3D0 0000000000006991.9D0 0.98708884689532D+02 0.35735402157082D-02 -.53615657380978D-06 0.47559646261965D-10 -.17577222758822D-14
PPPJUS     0103     001     0000000000000000.0D0 0000000000042672.1D0 0.21077885576513D+03 0.13071115983389D-02 -.62404380447179D-07 0.15415911668661D-11 -.14079666815635D-16
PPPJUS     0103     001     0000000000042672.1D0 0000000000056964.9D0 0.59628985503629D+03 -.29730917282399D-01 0.88770483034716D-06 -.11698657121528D-10 0.57603012510668D-16
PPPJUS     0111     001     0000000000000000.0D0 0000000000000666.1D0 0.27835156116052D+03 0.86837462618979D-02 -.14780131275556D-04 0.11063592502069D-07 0.00000000000000D+01
PPPJUS     0111     001     0000000000000666.1D0 0000000000001726.9D0 0.27779979923762D+03 0.55458604990571D-02 -.16359430054160D-05 0.28092947441941D-09 -.16782203669014D-13
PPPJUS     0111     002     0000000000000000.0D0 0000000000000284.3D0 0.27890000000000D+03 -.28903305446763D-16 0.36566640725454D-04 -.12330873603851D-06 0.13132083811053D-09
PPPJUS     0111     002     0000000000000284.3D0 0000000000000666.1D0 0.27835156116052D+03 0.86837462618979D-02 -.14780131275556D-04 0.11063592502069D-07 0.00000000000000D+01
PPPJUS     0111     002     0000000000000666.1D0 0000000000001726.9D0 0.27779979923762D+03 0.55458604990571D-02 -.16359430054160D-05 0.28092947441941D-09 -.16782203669014D-13
PPPJUS     0111     003     0000000000000000.0D0 0000000000000382.5D0 0.27920000000000D+03 -.37727320176835D-16 0.18533338428342D-04 -.45708613522411D-07 0.36262585533058D-10
PPPJUS     0111     003     0000000000000382.5D0 0000000000000666.1D0 0.27835156116052D+03 0.86837462618979D-02 -.14780131275556D-04 0.11063592502069D-07 0.00000000000000D+01
PPPJUS     0111     003     0000000000000666.1D0 0000000000001726.9D0 0.27779979923762D+03 0.55458604990571D-02 -.16359430054160D-05 0.28092947441941D-09 -.16782203669014D-13
PPPJUS     0112     001     0000000000000000.0D0 0000000000001267.2D0 0.18148695547622D+03 0.16900722016120D-01 -.29583629275490D-04 0.24798582708053D-07 -.73603730319881D-11
PPPJUS     0112     001     0000000000001267.2D0 0000000000003858.2D0 0.18456939435390D+03 0.22024433289116D-02 -.32484505282197D-06 0.20654178168684D-10 0.00000000000000D+01
PPPJUS     0112     002     0000000000000000.0D0 0000000000000514.6D0 0.18302797247050D+03 0.86238360688759D-16 0.37959385409205D-04 -.91478414109801D-07 0.65582796253500D-10
PPPJUS     0112     002     0000000000000514.6D0 0000000000001267.2D0 0.18148695547622D+03 0.16900722016120D-01 -.29583629275490D-04 0.24798582708053D-07 -.73603730319881D-11
PPPJUS     0112     002     0000000000001267.2D0 0000000000003858.2D0 0.18456939435390D+03 0.22024433289116D-02 -.32484505282197D-06 0.20654178168684D-10 0.00000000000000D+01
PPPJUS     0112     003     0000000000000000.0D0 0000000000000574.6D0 0.18368491050273D+03 0.61480160627320D-03 0.15613099439048D-04 -.30879869654805D-07 0.18329886911912D-10
PPPJUS     0112     003     0000000000000574.6D0 0000000000001267.2D0 0.18148695547622D+03 0.16900722016120D-01 -.29583629275490D-04 0.24798582708053D-07 -.73603730319881D-11
PPPJUS     0112     003     0000000000001267.2D0 0000000000003858.2D0 0.18456939435390D+03 0.22024433289116D-02 -.32484505282197D-06 0.20654178168684D-10 0.00000000000000D+01
PPPJUS     0112     004     0000000000000000.0D0 0000000000000435.4D0 0.18434926479766D+03 -.19233665545265D-17 0.17577867697850D-04 -.63085729452186D-07 0.70821413255662D-10
PPPJUS     0112     004     0000000000000435.4D0 0000000000001267.2D0 0.18148695547622D+03 0.16900722016120D-01 -.29583629275490D-04 0.24798582708053D-07 -.73603730319881D-11
PPPJUS     0112     004     0000000000001267.2D0 0000000000003858.2D0 0.18456939435390D+03 0.22024433289116D-02 -.32484505282197D-06 0.20654178168684D-10 0.00000000000000D+01
PPPJUS     0113     001     0000000000000000.0D0 0000000000002899.8D0 0.91001174802234D+02 0.22119275934875D-02 -.29011197596746D-06 0.00000000000000D+01 0.00000000000000D+01
PPPJUS     0113     001     0000000000002899.8D0 0000000000003582.1D0 0.91976583730303D+02 0.18665326573520D-02 -.42820537042974D-06 0.58459599683828D-10 -.33673933347506D-14
PPPJUS     0119     001     0000000000000000.0D0 0000000000000061.5D0 0.96226041533200D-00 0.15472989449568D-01 -.52335344876905D-04 0.00000000000000D+01 0.00000000000000D+01
PPPJUS     0119     001     0000000000000061.5D0 0000000000000166.4D0 0.94376814068008D-00 0.17125916423213D-01 -.93479738995154D-04 0.34487192473973D-06 -.54276263464743D-09
PPPJUS     0120     001     0000000000000000.0D0 0000000000000113.6D0 0.55584324472391D+03 0.34351611327899D-01 -.44709427902337D-03 0.82541601445347D-05 -.40484210974884D-07
PPPJUS     0120     001     0000000000000113.6D0 0000000000000359.1D0 0.55737432647716D+03 0.19525556695255D-01 -.20000589078265D-04 0.00000000000000D+01 0.00000000000000D+01
PPPJUS     0121     001     0000000000000000.0D0 0000000000000124.2D0 0.62393428994889D+03 0.59280931515268D-01 -.10164083285153D-02 0.95569418561019D-05 -.31239834285494D-07
PPPJUS     0121     001     0000000000000124.2D0 0000000000000359.5D0 0.62491695515789D+03 0.16067940961087D-01 -.29886530344865D-04 0.21805742550293D-07 0.48629310097572D-11
PPPJUS     0122     001     0000000000000000.0D0 0000000000000153.6D0 0.57578296176363D+03 0.18334419250037D-16 0.14469950893160D-03 -.51108021882259D-06 0.00000000000000D+01
PPPJUS     0122     001     0000000000000153.6D0 0000000000000444.5D0 0.57548747022067D+03 0.16896027002096D-01 -.38420372814708D-04 0.50768709540837D-07 -.27793049841699D-10
PPPJUS     0123     001     0000000000000000.0D0 0000000000000460.1D0 0.39227753215446D+03 0.15148760624324D-01 -.14686388387195D-04 0.00000000000000D+01 0.00000000000000D+01
PPPJUS     0123     001     0000000000000460.1D0 0000000000002084.0D0 0.39523209840134D+03 0.23344702985703D-02 -.85411817955616D-06 0.13457617485860D-09 0.00000000000000D+01
PPPJUS     0126     001     0000000000000000.0D0 0000000000000173.8D0 0.52544518438787D+03 0.37170892804130D-01 -.32589714420082D-03 0.16696537117200D-05 -.32583216962933D-08
PPPJUS     0126     001     0000000000000173.8D0 0000000000000671.7D0 0.52620496143475D+03 0.12812198447558D-01 -.22937633886981D-04 0.23627018130811D-07 -.99844043818407D-11
PPPJUS     0127     001     0000000000000000.0D0 0000000000000149.2D0 0.35479126026825D+03 0.17565736224027D-01 -.43921426275267D-04 0.00000000000000D+01 0.00000000000000D+01
PPPJUS     0127     001     0000000000000149.2D0 0000000000000640.9D0 0.35554955836551D+03 0.76671393243774D-02 -.13579139733891D-04 0.13856434606145D-07 -.58265682463526D-11
PPPJUS     0129     001     0000000000000000.0D0 0000000000000336.6D0 0.13727915507276D+03 0.10171903962906D-01 -.12550569324342D-04 0.00000000000000D+01 0.00000000000000D+01
PPPJUS     0129     001     0000000000000336.6D0 0000000000000923.4D0 0.14069261618504D+03 -.13761873926194D-01 0.41120729525648D-04 -.43207482341684D-07 0.16320422957414D-10
PPPJUS     0135     001     0000000000000000.0D0 0000000000001844.2D0 0.20475308237095D+03 0.86816073585026D-02 -.86622972660938D-05 0.49798422074518D-08 -.10319490873442D-11
PPPJUS     0135     001     0000000000001844.2D0 0000000000004151.5D0 0.20553315403504D+03 0.42762528197362D-02 -.10982593027716D-05 0.16513939981992D-09 -.10319237023179D-13
PPPJUS     0141     001     0000000000000000.0D0 0000000000004865.9D0 0.16488341815593D+03 0.21320213599323D-02 -.50963826182939D-06 0.97739183666668D-10 -.80552458108136D-14
PPPJUS     0141     001     0000000000004865.9D0 0000000000013718.0D0 0.16746961601629D+03 0.62172860183552D-03 -.25832683733957D-07 0.45505855714892D-12 0.00000000000000D+01
PPPJUS     0143     001     0000000000000000.0D0 0000000000006318.1D0 0.59702162286095D+02 0.28565439570888D-02 -.40548080097546D-06 0.25750786411014D-10 0.00000000000000D+01
PPPJUS     0143     001     0000000000006318.1D0 0000000000016739.4D0 0.59979633851206D+02 0.18991501481606D-02 -.12654474399165D-06 0.50037868299961D-11 -.82004628416976D-16
PPPJUS     0143     002     0000000000000000.0D0 0000000000001643.5D0 0.60737271600926D+02 -.38159123932686D-17 0.28285467154111D-05 -.16698307917860D-08 0.33598548137719D-12
PPPJUS     0143     002     0000000000001643.5D0 0000000000006318.1D0 0.59702162286095D+02 0.28565439570888D-02 -.40548080097546D-06 0.25750786411014D-10 0.00000000000000D+01
PPPJUS     0143     002     0000000000006318.1D0 0000000000016739.4D0 0.59979633851206D+02 0.18991501481606D-02 -.12654474399165D-06 0.50037868299961D-11 -.82004628416976D-16
PPPJUS     0144     001     0000000000000000.0D0 0000000000004718.8D0 0.36847057365218D+02 0.35358257733363D-02 -.98838984627800D-06 0.22978511907455D-09 -.19571248244758D-13
PPPJUS     0144     001     0000000000004718.8D0 0000000000017105.0D0 0.37453536899403D+02 0.23788653645796D-02 -.14585144667358D-06 0.54748248332526D-11 -.85909247473597D-16
PPPJUS     0148     001     0000000000000000.0D0 0000000000000743.9D0 0.32877176878560D+03 0.44694974325007D-01 -.13564194532493D-03 0.17731930247201D-06 -.82986136798583D-10
PPPJUS     0148     001     0000000000000743.9D0 0000000000002061.8D0 0.33399916174959D+03 0.83974455401847D-03 -.15063378297898D-06 0.00000000000000D+01 0.00000000000000D+01
PPPJUS     0154     001     0000000000000000.0D0 0000000000000789.3D0 0.26625594819100D+02 0.89079304714022D-02 -.15978861270446D-04 0.22148501073741D-07 -.11936856532155D-10
PPPJUS     0154     001     0000000000000789.3D0 0000000000002517.0D0 0.28508448658218D+02 0.20776373493306D-02 -.30230083028119D-06 0.00000000000000D+01 0.00000000000000D+01
PPPJUS     0155     001     0000000000000000.0D0 0000000000000428.8D0 0.57681606666324D+03 0.71133069340256D-02 -.72576656332918D-05 0.00000000000000D+01 0.00000000000000D+01
PPPJUS     0155     001     0000000000000428.8D0 0000000000001883.9D0 0.57753397623116D+03 0.24583407746918D-02 -.30665978419852D-06 0.00000000000000D+01 0.00000000000000D+01
PPPJUS     0155     001     0000000000001883.9D0 0000000000005299.0D0 0.57741534816499D+03 0.27000878240993D-02 -.46303023274746D-06 0.32630617389559D-10 0.00000000000000D+01
PPPJUS     0156     001     0000000000000000.0D0 0000000000001088.5D0 0.51464034521311D+03 0.37099007091917D-02 -.13992821432554D-05 0.00000000000000D+01 0.00000000000000D+01
PPPJUS     0156     001     0000000000001088.5D0 0000000000009077.7D0 0.51620759839106D+03 0.83427370203099D-03 -.83993627721212D-07 0.34663907962223D-11 0.00000000000000D+01
PPPJUS     0162     001     0000000000000000.0D0 0000000000000143.1D0 0.63680513929527D+03 0.74731738712976D-01 -.62015029283931D-03 0.21888152081618D-05 0.00000000000000D+01
PPPJUS     0162     001     0000000000000143.1D0 0000000000000494.3D0 0.63485075778676D+03 0.59067967436100D-01 -.11486658347028D-03 0.89699402475507D-07 0.00000000000000D+01
PPPJUS     0169     001     0000000000000000.0D0 0000000000004420.6D0 0.35961949857101D+03 0.31892559143350D-02 -.13720246383954D-05 0.32502722119456D-09 -.27743757910879D-13
PPPJUS     0169     001     0000000000004420.6D0 0000000000012640.0D0 0.36099883383581D+03 0.11514250833367D-02 -.12566372609369D-06 0.10115709816909D-10 -.30818510932262D-15
PPPJUS     0172     001     0000000000000000.0D0 0000000000008238.4D0 0.25130475403205D+03 0.21806850275898D-18 0.20510992323631D-08 -.88684504800106D-12 0.10784512967219D-15
PPPJUS     0172     001     0000000000008238.4D0 0000000000020516.5D0 0.25016980095932D+03 0.23739177580617D-03 -.13108594663047D-07 0.41952188165133D-12 -.55431799696454D-17
PPPJUS     0172     002     0000000000000000.0D0 0000000000010045.3D0 0.25140000000000D+03 0.17313399028102D-06 -.18232271967933D-09 0.43915123684412D-13 0.16956631910910D-16
PPPJUS     0172     002     0000000000010045.3D0 0000000000020516.5D0 0.25016980095932D+03 0.23739177580617D-03 -.13108594663047D-07 0.41952188165133D-12 -.55431799696454D-17
PPPJUS     0172     003     0000000000000000.0D0 0000000000011397.8D0 0.25150000000000D+03 0.11814067124697D-06 -.11732701667305D-09 0.25798469412956D-13 0.10424862262638D-16
PPPJUS     0172     003     0000000000011397.8D0 0000000000020516.5D0 0.25016980095932D+03 0.23739177580617D-03 -.13108594663047D-07 0.41952188165133D-12 -.55431799696454D-17
PPPJUS     0172     004     0000000000000000.0D0 0000000000012925.5D0 0.25160000000000D+03 0.65691646899171D-07 -.65398360877265D-10 0.13706986827533D-13 0.64440412128631D-17
PPPJUS     0172     004     0000000000012925.5D0 0000000000020516.5D0 0.25016980095932D+03 0.23739177580617D-03 -.13108594663047D-07 0.41952188165133D-12 -.55431799696454D-17
PPPJUS     0172     005     0000000000000000.0D0 0000000000014704.0D0 0.25170000000000D+03 0.32953525629692D-07 -.37148783994552D-10 0.97502317602641D-14 0.37943751690947D-17
PPPJUS     0172     005     0000000000014704.0D0 0000000000020516.5D0 0.25016980095932D+03 0.23739177580617D-03 -.13108594663047D-07 0.41952188165133D-12 -.55431799696454D-17
PPPJUS     0173     001     0000000000000000.0D0 0000000000005851.4D0 0.22934709823133D+03 0.27819065285431D-03 -.17243314089428D-07 0.00000000000000D+01 0.00000000000000D+01
PPPJUS     0173     001     0000000000005851.4D0 0000000000015682.7D0 0.22966763109435D+03 0.18452780796662D-03 -.13667135790757D-07 0.58479009764451D-12 -.10303191024266D-16
PPPJUS     0173     002     0000000000000000.0D0 0000000000001888.3D0 0.22970000000000D+03 0.18509774041529D-05 -.91985800031518D-08 0.14327049119409D-10 0.34419025438707D-14
PPPJUS     0173     002     0000000000001888.3D0 0000000000005851.4D0 0.22934709823133D+03 0.27819065285431D-03 -.17243314089428D-07 0.00000000000000D+01 0.00000000000000D+01
PPPJUS     0173     002     0000000000005851.4D0 0000000000015682.7D0 0.22966763109435D+03 0.18452780796662D-03 -.13667135790757D-07 0.58479009764451D-12 -.10303191024266D-16
PPPJUS     0173     003     0000000000000000.0D0 0000000000003874.3D0 0.22990000000000D+03 0.26226888364891D-04 0.13435673783426D-06 -.65931595372870D-10 0.87965723326227D-14
PPPJUS     0173     003     0000000000003874.3D0 0000000000005851.4D0 0.22934709823133D+03 0.27819065285431D-03 -.17243314089428D-07 0.00000000000000D+01 0.00000000000000D+01
